timestamp,line_id,equipment_id,sensor_type,value,unit,status
2026-06-15T08:50:10+00:00,LINE-A02,PRESS-001,pressure,290.69,kPa,normal
2026-06-15T08:50:15+00:00,LINE-B02,PRESS-001,temperature,57.38,°C,normal
2026-06-15T08:50:20+00:00,LINE-A02,PRESS-002,vibration,1.35,mm/s,normal
2026-06-15T08:50:25+00:00,LINE-A02,ROBOT-001,temperature,68.06,°C,normal
2026-06-15T08:50:30+00:00,LINE-B01,WELD-001,vibration,1.59,mm/s,normal
2026-06-15T08:50:35+00:00,LINE-B01,PRESS-002,vibration,1.58,mm/s,normal
2026-06-15T08:50:40+00:00,LINE-C01,PRESS-002,temperature,57.17,°C,normal
2026-06-15T08:50:45+00:00,LINE-A01,ROBOT-001,vibration,1.2,mm/s,normal
2026-06-15T08:50:50+00:00,LINE-C01,WELD-001,vibration,0.21,mm/s,normal
2026-06-15T08:50:55+00:00,LINE-C01,PRESS-002,vibration,1.57,mm/s,normal
2026-06-15T08:51:00+00:00,LINE-A01,WELD-002,temperature,40.1,°C,normal
2026-06-15T08:51:05+00:00,LINE-A02,WELD-001,temperature,55.32,°C,normal
2026-06-15T08:51:10+00:00,LINE-B02,WELD-002,temperature,76.56,°C,normal
2026-06-15T08:51:15+00:00,LINE-B01,OVEN-001,vibration,1.84,mm/s,normal
2026-06-15T08:51:20+00:00,LINE-A01,WELD-001,temperature,44.78,°C,normal
2026-06-15T08:51:25+00:00,LINE-B02,PRESS-002,temperature,79.26,°C,normal
2026-06-15T08:51:30+00:00,LINE-B01,OVEN-002,vibration,1.57,mm/s,normal
2026-06-15T08:51:35+00:00,LINE-A02,OVEN-001,temperature,40.32,°C,normal
2026-06-15T08:51:40+00:00,LINE-A02,ROBOT-001,pressure,247.92,kPa,normal
2026-06-15T08:51:45+00:00,LINE-A02,WELD-002,vibration,1.04,mm/s,normal
2026-06-15T08:51:50+00:00,LINE-A02,OVEN-002,temperature,56.4,°C,normal
2026-06-15T08:51:55+00:00,LINE-B01,PRESS-001,pressure,275.44,kPa,normal
2026-06-15T08:52:00+00:00,LINE-B01,PRESS-002,pressure,247.62,kPa,normal
2026-06-15T08:52:05+00:00,LINE-B02,PRESS-001,temperature,49.53,°C,normal
2026-06-15T08:52:10+00:00,LINE-A02,CONVEYOR-001,temperature,43.72,°C,normal
2026-06-15T08:52:15+00:00,LINE-A01,PRESS-002,pressure,191.69,kPa,normal
2026-06-15T08:52:20+00:00,LINE-A01,PRESS-001,pressure,263.99,kPa,normal
2026-06-15T08:52:25+00:00,LINE-B01,OVEN-001,vibration,0.35,mm/s,normal
2026-06-15T08:52:30+00:00,LINE-B01,OVEN-002,vibration,2.79,mm/s,warning
2026-06-15T08:52:35+00:00,LINE-A02,WELD-001,vibration,0.24,mm/s,normal
2026-06-15T08:52:40+00:00,LINE-B02,ROBOT-001,pressure,121.13,kPa,normal
2026-06-15T08:52:45+00:00,LINE-A02,ROBOT-001,vibration,1.12,mm/s,normal
2026-06-15T08:52:50+00:00,LINE-A01,WELD-001,vibration,1.72,mm/s,normal
2026-06-15T08:52:55+00:00,LINE-C01,PRESS-001,pressure,240.94,kPa,normal
2026-06-15T08:53:00+00:00,LINE-A01,WELD-002,temperature,53.11,°C,normal
2026-06-15T08:53:05+00:00,LINE-B01,OVEN-001,vibration,0.19,mm/s,normal
2026-06-15T08:53:10+00:00,LINE-B02,WELD-002,temperature,56.18,°C,normal
2026-06-15T08:53:15+00:00,LINE-A02,PRESS-002,temperature,72.16,°C,normal
2026-06-15T08:53:20+00:00,LINE-A02,WELD-001,temperature,71.24,°C,normal
2026-06-15T08:53:25+00:00,LINE-A01,OVEN-001,temperature,54.89,°C,normal
2026-06-15T08:53:30+00:00,LINE-B02,WELD-001,temperature,42.58,°C,normal
2026-06-15T08:53:35+00:00,LINE-B01,PRESS-002,temperature,88.29,°C,warning
2026-06-15T08:53:40+00:00,LINE-C01,CONVEYOR-001,temperature,80.51,°C,warning
2026-06-15T08:53:45+00:00,LINE-B02,WELD-001,pressure,105.9,kPa,normal
2026-06-15T08:53:50+00:00,LINE-B01,ROBOT-001,vibration,0.46,mm/s,normal
2026-06-15T08:53:55+00:00,LINE-A02,OVEN-001,temperature,64.77,°C,normal
2026-06-15T08:54:00+00:00,LINE-A01,PRESS-002,vibration,1.15,mm/s,normal
2026-06-15T08:54:05+00:00,LINE-C01,WELD-002,vibration,0.9,mm/s,normal
2026-06-15T08:54:10+00:00,LINE-A01,CONVEYOR-001,pressure,508.73,kPa,alarm
2026-06-15T08:54:15+00:00,LINE-B02,OVEN-002,pressure,208.9,kPa,normal
2026-06-15T08:54:20+00:00,LINE-A02,PRESS-001,pressure,177.68,kPa,normal
2026-06-15T08:54:25+00:00,LINE-B01,PRESS-001,vibration,0.16,mm/s,normal
2026-06-15T08:54:30+00:00,LINE-A02,WELD-001,vibration,1.56,mm/s,normal
2026-06-15T08:54:35+00:00,LINE-C01,PRESS-001,temperature,49.65,°C,normal
2026-06-15T08:54:40+00:00,LINE-B02,OVEN-002,temperature,79.31,°C,normal
2026-06-15T08:54:45+00:00,LINE-B01,PRESS-001,temperature,63.7,°C,normal
2026-06-15T08:54:50+00:00,LINE-C01,WELD-001,pressure,289.51,kPa,normal
2026-06-15T08:54:55+00:00,LINE-B02,OVEN-001,pressure,383.67,kPa,warning
2026-06-15T08:55:00+00:00,LINE-A02,WELD-002,temperature,43.61,°C,normal
2026-06-15T08:55:05+00:00,LINE-C01,WELD-002,temperature,40.03,°C,normal
2026-06-15T08:55:10+00:00,LINE-B01,PRESS-001,temperature,47.1,°C,normal
2026-06-15T08:55:15+00:00,LINE-A02,PRESS-002,temperature,68.19,°C,normal
2026-06-15T08:55:20+00:00,LINE-B01,CONVEYOR-001,pressure,292.11,kPa,normal
2026-06-15T08:55:25+00:00,LINE-A02,WELD-001,pressure,160.35,kPa,normal
2026-06-15T08:55:30+00:00,LINE-B02,OVEN-002,pressure,379.18,kPa,warning
2026-06-15T08:55:35+00:00,LINE-C01,OVEN-002,temperature,62.48,°C,normal
2026-06-15T08:55:40+00:00,LINE-B02,OVEN-001,temperature,72.58,°C,normal
2026-06-15T08:55:45+00:00,LINE-A01,CONVEYOR-001,pressure,125.47,kPa,normal
2026-06-15T08:55:50+00:00,LINE-C01,WELD-002,pressure,220.48,kPa,normal
2026-06-15T08:55:55+00:00,LINE-A02,OVEN-002,pressure,287.34,kPa,normal
2026-06-15T08:56:00+00:00,LINE-B01,WELD-001,pressure,169.36,kPa,normal
2026-06-15T08:56:05+00:00,LINE-B01,ROBOT-001,pressure,117.75,kPa,normal
2026-06-15T08:56:10+00:00,LINE-A01,OVEN-002,temperature,49.98,°C,normal
2026-06-15T08:56:15+00:00,LINE-A01,CONVEYOR-001,vibration,1.47,mm/s,normal
2026-06-15T08:56:20+00:00,LINE-B02,ROBOT-001,vibration,1.94,mm/s,normal
2026-06-15T08:56:25+00:00,LINE-B02,WELD-002,vibration,0.81,mm/s,normal
2026-06-15T08:56:30+00:00,LINE-A01,OVEN-001,temperature,71.97,°C,normal
2026-06-15T08:56:35+00:00,LINE-A01,OVEN-002,temperature,78.07,°C,normal
2026-06-15T08:56:40+00:00,LINE-A01,PRESS-002,temperature,46.44,°C,normal
2026-06-15T08:56:45+00:00,LINE-B02,PRESS-001,vibration,1.27,mm/s,normal
2026-06-15T08:56:50+00:00,LINE-B02,WELD-001,vibration,2.33,mm/s,warning
2026-06-15T08:56:55+00:00,LINE-A02,CONVEYOR-001,temperature,48.22,°C,normal
2026-06-15T08:57:00+00:00,LINE-C01,OVEN-001,pressure,285.11,kPa,normal
2026-06-15T08:57:05+00:00,LINE-A01,CONVEYOR-001,pressure,147.51,kPa,normal
2026-06-15T08:57:10+00:00,LINE-A01,OVEN-002,pressure,198.19,kPa,normal
2026-06-15T08:57:15+00:00,LINE-C01,ROBOT-001,temperature,51.78,°C,normal
2026-06-15T08:57:20+00:00,LINE-B01,PRESS-002,temperature,48.28,°C,normal
2026-06-15T08:57:25+00:00,LINE-B02,ROBOT-001,vibration,0.69,mm/s,normal
2026-06-15T08:57:30+00:00,LINE-C01,CONVEYOR-001,vibration,0.6,mm/s,normal
2026-06-15T08:57:35+00:00,LINE-A02,ROBOT-001,temperature,55.26,°C,normal
2026-06-15T08:57:40+00:00,LINE-A02,OVEN-001,temperature,58.6,°C,normal
2026-06-15T08:57:45+00:00,LINE-A01,PRESS-002,pressure,250.45,kPa,normal
2026-06-15T08:57:50+00:00,LINE-C01,WELD-002,pressure,208.29,kPa,normal
2026-06-15T08:57:55+00:00,LINE-C01,CONVEYOR-001,pressure,177.42,kPa,normal
2026-06-15T08:58:00+00:00,LINE-C01,WELD-002,pressure,287.27,kPa,normal
2026-06-15T08:58:05+00:00,LINE-A01,WELD-001,vibration,0.85,mm/s,normal
2026-06-15T08:58:10+00:00,LINE-A02,WELD-002,temperature,84.49,°C,warning
2026-06-15T08:58:15+00:00,LINE-B02,WELD-002,temperature,56.93,°C,normal
2026-06-15T08:58:20+00:00,LINE-B01,PRESS-002,pressure,219.01,kPa,normal
2026-06-15T08:58:25+00:00,LINE-B01,OVEN-001,temperature,55.89,°C,normal
2026-06-15T08:58:30+00:00,LINE-C01,CONVEYOR-001,pressure,274.69,kPa,normal
2026-06-15T08:58:35+00:00,LINE-C01,PRESS-002,temperature,45.93,°C,normal
2026-06-15T08:58:40+00:00,LINE-B01,OVEN-002,temperature,44.04,°C,normal
2026-06-15T08:58:45+00:00,LINE-C01,ROBOT-001,vibration,1.34,mm/s,normal
2026-06-15T08:58:50+00:00,LINE-C01,CONVEYOR-001,temperature,56.12,°C,normal
2026-06-15T08:58:55+00:00,LINE-A02,PRESS-001,temperature,75.16,°C,normal
2026-06-15T08:59:00+00:00,LINE-B01,PRESS-001,pressure,153.72,kPa,normal
2026-06-15T08:59:05+00:00,LINE-B01,ROBOT-001,vibration,0.68,mm/s,normal
2026-06-15T08:59:10+00:00,LINE-A02,WELD-001,pressure,294.5,kPa,normal
2026-06-15T08:59:15+00:00,LINE-B01,OVEN-001,vibration,2.89,mm/s,warning
2026-06-15T08:59:20+00:00,LINE-A02,ROBOT-001,pressure,229.11,kPa,normal
2026-06-15T08:59:25+00:00,LINE-B02,OVEN-002,temperature,84.07,°C,warning
2026-06-15T08:59:30+00:00,LINE-B01,CONVEYOR-001,temperature,46.36,°C,normal
2026-06-15T08:59:35+00:00,LINE-C01,PRESS-001,temperature,60.97,°C,normal
2026-06-15T08:59:40+00:00,LINE-A01,WELD-002,temperature,73.32,°C,normal
2026-06-15T08:59:45+00:00,LINE-A02,OVEN-001,temperature,76.72,°C,normal
2026-06-15T08:59:50+00:00,LINE-A01,PRESS-001,vibration,1.06,mm/s,normal
2026-06-15T08:59:55+00:00,LINE-A02,ROBOT-001,temperature,63.76,°C,normal
2026-06-15T09:00:00+00:00,LINE-B01,PRESS-002,pressure,168.85,kPa,normal
2026-06-15T09:00:05+00:00,LINE-C01,WELD-002,vibration,0.19,mm/s,normal
2026-06-15T09:00:10+00:00,LINE-B01,CONVEYOR-001,temperature,67.11,°C,normal
2026-06-15T09:00:15+00:00,LINE-A01,ROBOT-001,pressure,256.06,kPa,normal
2026-06-15T09:00:20+00:00,LINE-A01,WELD-002,temperature,64.05,°C,normal
2026-06-15T09:00:25+00:00,LINE-B01,CONVEYOR-001,vibration,1.89,mm/s,normal
2026-06-15T09:00:30+00:00,LINE-A02,ROBOT-001,vibration,0.97,mm/s,normal
2026-06-15T09:00:35+00:00,LINE-B02,PRESS-002,vibration,1.67,mm/s,normal
2026-06-15T09:00:40+00:00,LINE-B01,OVEN-001,temperature,66.49,°C,normal
2026-06-15T09:00:45+00:00,LINE-B01,OVEN-001,vibration,1.02,mm/s,normal
2026-06-15T09:00:50+00:00,LINE-B01,WELD-002,pressure,155.38,kPa,normal
2026-06-15T09:00:55+00:00,LINE-A01,CONVEYOR-001,temperature,49.61,°C,normal
2026-06-15T09:01:00+00:00,LINE-A01,ROBOT-001,pressure,127.99,kPa,normal
2026-06-15T09:01:05+00:00,LINE-B02,PRESS-001,vibration,0.9,mm/s,normal
2026-06-15T09:01:10+00:00,LINE-A02,OVEN-002,pressure,214.41,kPa,normal
2026-06-15T09:01:15+00:00,LINE-B02,OVEN-002,pressure,237.26,kPa,normal
2026-06-15T09:01:20+00:00,LINE-C01,WELD-001,pressure,134.0,kPa,normal
2026-06-15T09:01:25+00:00,LINE-B01,WELD-001,vibration,0.34,mm/s,normal
2026-06-15T09:01:30+00:00,LINE-A02,OVEN-002,pressure,230.89,kPa,normal
2026-06-15T09:01:35+00:00,LINE-B01,OVEN-002,temperature,52.28,°C,normal
2026-06-15T09:01:40+00:00,LINE-A01,ROBOT-001,vibration,0.98,mm/s,normal
2026-06-15T09:01:45+00:00,LINE-C01,PRESS-002,temperature,63.34,°C,normal
2026-06-15T09:01:50+00:00,LINE-B02,OVEN-001,vibration,1.05,mm/s,normal
2026-06-15T09:01:55+00:00,LINE-A02,WELD-002,vibration,1.72,mm/s,normal
2026-06-15T09:02:00+00:00,LINE-B02,WELD-001,vibration,1.18,mm/s,normal
2026-06-15T09:02:05+00:00,LINE-A01,ROBOT-001,vibration,0.44,mm/s,normal
2026-06-15T09:02:10+00:00,LINE-A01,PRESS-001,vibration,0.44,mm/s,normal
2026-06-15T09:02:15+00:00,LINE-A02,WELD-001,vibration,1.55,mm/s,normal
2026-06-15T09:02:20+00:00,LINE-A02,CONVEYOR-001,vibration,1.58,mm/s,normal
2026-06-15T09:02:25+00:00,LINE-B02,CONVEYOR-001,pressure,185.81,kPa,normal
2026-06-15T09:02:30+00:00,LINE-B01,PRESS-001,temperature,47.98,°C,normal
2026-06-15T09:02:35+00:00,LINE-A01,PRESS-001,vibration,1.11,mm/s,normal
2026-06-15T09:02:40+00:00,LINE-B01,OVEN-001,pressure,145.25,kPa,normal
2026-06-15T09:02:45+00:00,LINE-B01,WELD-001,temperature,60.13,°C,normal
2026-06-15T09:02:50+00:00,LINE-B01,ROBOT-001,temperature,51.93,°C,normal
2026-06-15T09:02:55+00:00,LINE-B02,WELD-001,pressure,204.82,kPa,normal
2026-06-15T09:03:00+00:00,LINE-A02,WELD-001,vibration,5.96,mm/s,alarm
2026-06-15T09:03:05+00:00,LINE-A02,WELD-002,vibration,0.53,mm/s,normal
2026-06-15T09:03:10+00:00,LINE-A01,OVEN-002,pressure,200.93,kPa,normal
2026-06-15T09:03:15+00:00,LINE-B01,PRESS-001,pressure,107.47,kPa,normal
2026-06-15T09:03:20+00:00,LINE-A01,PRESS-001,pressure,532.39,kPa,alarm
2026-06-15T09:03:25+00:00,LINE-A01,OVEN-001,pressure,188.86,kPa,normal
2026-06-15T09:03:30+00:00,LINE-A01,OVEN-001,vibration,0.49,mm/s,normal
2026-06-15T09:03:35+00:00,LINE-B01,WELD-001,vibration,1.36,mm/s,normal
2026-06-15T09:03:40+00:00,LINE-C01,PRESS-002,vibration,0.3,mm/s,normal
2026-06-15T09:03:45+00:00,LINE-A02,WELD-002,vibration,0.3,mm/s,normal
2026-06-15T09:03:50+00:00,LINE-B01,CONVEYOR-001,vibration,1.95,mm/s,normal
2026-06-15T09:03:55+00:00,LINE-A02,ROBOT-001,vibration,1.14,mm/s,normal
2026-06-15T09:04:00+00:00,LINE-A01,PRESS-002,vibration,0.12,mm/s,normal
2026-06-15T09:04:05+00:00,LINE-A01,PRESS-002,pressure,129.83,kPa,normal
2026-06-15T09:04:10+00:00,LINE-A02,ROBOT-001,pressure,280.96,kPa,normal
2026-06-15T09:04:15+00:00,LINE-A02,PRESS-001,vibration,0.2,mm/s,normal
2026-06-15T09:04:20+00:00,LINE-B02,PRESS-002,vibration,1.39,mm/s,normal
2026-06-15T09:04:25+00:00,LINE-A01,WELD-001,temperature,75.61,°C,normal
2026-06-15T09:04:30+00:00,LINE-B02,OVEN-001,pressure,165.73,kPa,normal
2026-06-15T09:04:35+00:00,LINE-A02,PRESS-002,pressure,262.99,kPa,normal
2026-06-15T09:04:40+00:00,LINE-B02,ROBOT-001,vibration,0.97,mm/s,normal
2026-06-15T09:04:45+00:00,LINE-A01,WELD-001,vibration,1.61,mm/s,normal
2026-06-15T09:04:50+00:00,LINE-A02,PRESS-002,pressure,296.31,kPa,normal
2026-06-15T09:04:55+00:00,LINE-C01,ROBOT-001,vibration,2.97,mm/s,warning
2026-06-15T09:05:00+00:00,LINE-C01,PRESS-001,temperature,71.17,°C,normal
2026-06-15T09:05:05+00:00,LINE-A02,ROBOT-001,pressure,245.46,kPa,normal
2026-06-15T09:05:10+00:00,LINE-A01,PRESS-002,vibration,0.88,mm/s,normal
2026-06-15T09:05:15+00:00,LINE-C01,WELD-002,vibration,0.12,mm/s,normal
2026-06-15T09:05:20+00:00,LINE-C01,PRESS-002,pressure,203.82,kPa,normal
2026-06-15T09:05:25+00:00,LINE-B01,CONVEYOR-001,vibration,0.57,mm/s,normal
2026-06-15T09:05:30+00:00,LINE-C01,PRESS-001,temperature,62.33,°C,normal
2026-06-15T09:05:35+00:00,LINE-B02,ROBOT-001,temperature,46.28,°C,normal
2026-06-15T09:05:40+00:00,LINE-A02,OVEN-002,temperature,59.67,°C,normal
2026-06-15T09:05:45+00:00,LINE-B02,CONVEYOR-001,vibration,0.52,mm/s,normal
2026-06-15T09:05:50+00:00,LINE-C01,ROBOT-001,temperature,57.77,°C,normal
2026-06-15T09:05:55+00:00,LINE-A01,ROBOT-001,temperature,57.88,°C,normal
2026-06-15T09:06:00+00:00,LINE-B02,PRESS-001,pressure,120.53,kPa,normal
2026-06-15T09:06:05+00:00,LINE-C01,OVEN-001,pressure,265.18,kPa,normal
2026-06-15T09:06:10+00:00,LINE-B02,OVEN-002,pressure,230.92,kPa,normal
2026-06-15T09:06:15+00:00,LINE-B02,OVEN-002,vibration,1.65,mm/s,normal
2026-06-15T09:06:20+00:00,LINE-B01,ROBOT-001,pressure,219.99,kPa,normal
2026-06-15T09:06:25+00:00,LINE-A01,OVEN-002,temperature,66.36,°C,normal
2026-06-15T09:06:30+00:00,LINE-B01,OVEN-002,vibration,1.93,mm/s,normal
2026-06-15T09:06:35+00:00,LINE-B02,WELD-001,pressure,279.38,kPa,normal
2026-06-15T09:06:40+00:00,LINE-B01,WELD-002,pressure,181.84,kPa,normal
2026-06-15T09:06:45+00:00,LINE-A02,ROBOT-001,temperature,74.09,°C,normal
2026-06-15T09:06:50+00:00,LINE-B02,PRESS-001,temperature,44.31,°C,normal
2026-06-15T09:06:55+00:00,LINE-B02,ROBOT-001,pressure,217.76,kPa,normal
2026-06-15T09:07:00+00:00,LINE-B02,PRESS-001,pressure,200.84,kPa,normal
2026-06-15T09:07:05+00:00,LINE-B02,ROBOT-001,pressure,210.65,kPa,normal
2026-06-15T09:07:10+00:00,LINE-C01,WELD-001,pressure,282.04,kPa,normal
2026-06-15T09:07:15+00:00,LINE-C01,OVEN-002,pressure,120.71,kPa,normal
2026-06-15T09:07:20+00:00,LINE-C01,WELD-002,pressure,183.73,kPa,normal
2026-06-15T09:07:25+00:00,LINE-B01,ROBOT-001,vibration,0.75,mm/s,normal
2026-06-15T09:07:30+00:00,LINE-C01,OVEN-001,temperature,64.1,°C,normal
2026-06-15T09:07:35+00:00,LINE-C01,WELD-002,pressure,162.78,kPa,normal
2026-06-15T09:07:40+00:00,LINE-B01,WELD-001,temperature,68.58,°C,normal
2026-06-15T09:07:45+00:00,LINE-C01,OVEN-002,pressure,291.67,kPa,normal
2026-06-15T09:07:50+00:00,LINE-B02,CONVEYOR-001,pressure,170.45,kPa,normal
2026-06-15T09:07:55+00:00,LINE-B01,CONVEYOR-001,pressure,268.28,kPa,normal
2026-06-15T09:08:00+00:00,LINE-A02,PRESS-001,temperature,41.01,°C,normal
2026-06-15T09:08:05+00:00,LINE-A02,OVEN-001,pressure,153.4,kPa,normal
2026-06-15T09:08:10+00:00,LINE-B01,WELD-002,pressure,267.88,kPa,normal
2026-06-15T09:08:15+00:00,LINE-A01,WELD-002,pressure,262.81,kPa,normal
2026-06-15T09:08:20+00:00,LINE-C01,OVEN-001,pressure,177.78,kPa,normal
2026-06-15T09:08:25+00:00,LINE-B02,CONVEYOR-001,pressure,285.3,kPa,normal
2026-06-15T09:08:30+00:00,LINE-A01,OVEN-001,pressure,210.42,kPa,normal
2026-06-15T09:08:35+00:00,LINE-B02,WELD-002,temperature,71.24,°C,normal
2026-06-15T09:08:40+00:00,LINE-C01,WELD-002,pressure,229.53,kPa,normal
2026-06-15T09:08:45+00:00,LINE-A02,PRESS-002,pressure,329.42,kPa,warning
2026-06-15T09:08:50+00:00,LINE-A01,CONVEYOR-001,temperature,87.35,°C,warning
2026-06-15T09:08:55+00:00,LINE-A02,WELD-001,temperature,62.26,°C,normal
2026-06-15T09:09:00+00:00,LINE-B02,WELD-001,pressure,101.13,kPa,normal
2026-06-15T09:09:05+00:00,LINE-A01,OVEN-001,temperature,52.91,°C,normal
2026-06-15T09:09:10+00:00,LINE-A01,OVEN-002,vibration,1.15,mm/s,normal
2026-06-15T09:09:15+00:00,LINE-A01,WELD-001,pressure,136.77,kPa,normal
2026-06-15T09:09:20+00:00,LINE-B01,WELD-002,vibration,0.87,mm/s,normal
2026-06-15T09:09:25+00:00,LINE-B01,WELD-002,temperature,53.24,°C,normal
2026-06-15T09:09:30+00:00,LINE-A01,PRESS-002,pressure,299.33,kPa,normal
2026-06-15T09:09:35+00:00,LINE-C01,WELD-002,pressure,148.07,kPa,normal
2026-06-15T09:09:40+00:00,LINE-A01,CONVEYOR-001,temperature,52.84,°C,normal
2026-06-15T09:09:45+00:00,LINE-C01,OVEN-002,vibration,0.64,mm/s,normal
2026-06-15T09:09:50+00:00,LINE-A01,OVEN-001,pressure,189.11,kPa,normal
2026-06-15T09:09:55+00:00,LINE-A01,WELD-001,pressure,202.78,kPa,normal
2026-06-15T09:10:00+00:00,LINE-A02,WELD-002,pressure,225.39,kPa,normal
2026-06-15T09:10:05+00:00,LINE-C01,CONVEYOR-001,pressure,120.79,kPa,normal
2026-06-15T09:10:10+00:00,LINE-A02,PRESS-001,pressure,114.42,kPa,normal
2026-06-15T09:10:15+00:00,LINE-A01,PRESS-001,vibration,0.17,mm/s,normal
2026-06-15T09:10:20+00:00,LINE-C01,WELD-002,temperature,62.32,°C,normal
2026-06-15T09:10:25+00:00,LINE-B02,CONVEYOR-001,vibration,0.96,mm/s,normal
2026-06-15T09:10:30+00:00,LINE-C01,PRESS-001,vibration,1.38,mm/s,normal
2026-06-15T09:10:35+00:00,LINE-C01,PRESS-001,pressure,112.65,kPa,normal
2026-06-15T09:10:40+00:00,LINE-C01,PRESS-002,pressure,171.54,kPa,normal
2026-06-15T09:10:45+00:00,LINE-A01,OVEN-001,vibration,0.67,mm/s,normal
2026-06-15T09:10:50+00:00,LINE-A01,ROBOT-001,vibration,1.66,mm/s,normal
2026-06-15T09:10:55+00:00,LINE-B02,OVEN-001,temperature,45.46,°C,normal
2026-06-15T09:11:00+00:00,LINE-B01,PRESS-001,pressure,235.46,kPa,normal
2026-06-15T09:11:05+00:00,LINE-A01,PRESS-001,pressure,128.27,kPa,normal
2026-06-15T09:11:10+00:00,LINE-A01,OVEN-001,pressure,207.43,kPa,normal
2026-06-15T09:11:15+00:00,LINE-B01,WELD-002,temperature,76.14,°C,normal
2026-06-15T09:11:20+00:00,LINE-A02,WELD-001,vibration,3.7,mm/s,warning
2026-06-15T09:11:25+00:00,LINE-A02,PRESS-002,temperature,73.39,°C,normal
2026-06-15T09:11:30+00:00,LINE-A01,ROBOT-001,temperature,62.69,°C,normal
2026-06-15T09:11:35+00:00,LINE-A01,OVEN-001,pressure,158.13,kPa,normal
2026-06-15T09:11:40+00:00,LINE-B01,OVEN-002,temperature,63.22,°C,normal
2026-06-15T09:11:45+00:00,LINE-B01,PRESS-002,temperature,49.38,°C,normal
2026-06-15T09:11:50+00:00,LINE-C01,OVEN-001,temperature,58.03,°C,normal
2026-06-15T09:11:55+00:00,LINE-B01,OVEN-002,pressure,213.11,kPa,normal
2026-06-15T09:12:00+00:00,LINE-A02,CONVEYOR-001,vibration,0.7,mm/s,normal
2026-06-15T09:12:05+00:00,LINE-B01,ROBOT-001,vibration,0.36,mm/s,normal
2026-06-15T09:12:10+00:00,LINE-B02,PRESS-002,vibration,1.57,mm/s,normal
2026-06-15T09:12:15+00:00,LINE-B01,WELD-001,temperature,43.28,°C,normal
2026-06-15T09:12:20+00:00,LINE-A01,PRESS-002,pressure,246.71,kPa,normal
2026-06-15T09:12:25+00:00,LINE-C01,CONVEYOR-001,temperature,65.27,°C,normal
2026-06-15T09:12:30+00:00,LINE-B01,ROBOT-001,pressure,107.33,kPa,normal
2026-06-15T09:12:35+00:00,LINE-A02,OVEN-001,pressure,173.16,kPa,normal
2026-06-15T09:12:40+00:00,LINE-B02,OVEN-002,temperature,60.42,°C,normal
2026-06-15T09:12:45+00:00,LINE-C01,WELD-001,pressure,147.78,kPa,normal
2026-06-15T09:12:50+00:00,LINE-C01,WELD-001,pressure,131.84,kPa,normal
2026-06-15T09:12:55+00:00,LINE-A01,WELD-002,pressure,287.84,kPa,normal
2026-06-15T09:13:00+00:00,LINE-A02,PRESS-001,vibration,0.6,mm/s,normal
2026-06-15T09:13:05+00:00,LINE-B01,CONVEYOR-001,pressure,281.55,kPa,normal
2026-06-15T09:13:10+00:00,LINE-A01,OVEN-002,vibration,3.76,mm/s,warning
2026-06-15T09:13:15+00:00,LINE-B01,OVEN-001,temperature,60.85,°C,normal
2026-06-15T09:13:20+00:00,LINE-B02,OVEN-002,pressure,134.77,kPa,normal
2026-06-15T09:13:25+00:00,LINE-C01,OVEN-001,pressure,267.09,kPa,normal
2026-06-15T09:13:30+00:00,LINE-B02,OVEN-002,vibration,2.45,mm/s,warning
2026-06-15T09:13:35+00:00,LINE-C01,PRESS-001,vibration,1.02,mm/s,normal
2026-06-15T09:13:40+00:00,LINE-A02,PRESS-002,pressure,187.98,kPa,normal
2026-06-15T09:13:45+00:00,LINE-A02,WELD-001,pressure,142.3,kPa,normal
2026-06-15T09:13:50+00:00,LINE-A02,CONVEYOR-001,vibration,1.65,mm/s,normal
2026-06-15T09:13:55+00:00,LINE-B02,ROBOT-001,vibration,1.01,mm/s,normal
2026-06-15T09:14:00+00:00,LINE-B02,PRESS-001,temperature,65.89,°C,normal
2026-06-15T09:14:05+00:00,LINE-A02,WELD-001,temperature,62.94,°C,normal
2026-06-15T09:14:10+00:00,LINE-A02,PRESS-001,pressure,278.16,kPa,normal
2026-06-15T09:14:15+00:00,LINE-B02,PRESS-001,temperature,47.2,°C,normal
2026-06-15T09:14:20+00:00,LINE-A01,WELD-002,pressure,264.26,kPa,normal
2026-06-15T09:14:25+00:00,LINE-B02,WELD-001,vibration,1.0,mm/s,normal
2026-06-15T09:14:30+00:00,LINE-C01,WELD-001,temperature,64.03,°C,normal
2026-06-15T09:14:35+00:00,LINE-B01,ROBOT-001,pressure,152.9,kPa,normal
2026-06-15T09:14:40+00:00,LINE-B02,WELD-001,pressure,145.96,kPa,normal
2026-06-15T09:14:45+00:00,LINE-C01,CONVEYOR-001,temperature,60.91,°C,normal
2026-06-15T09:14:50+00:00,LINE-C01,PRESS-001,temperature,47.1,°C,normal
2026-06-15T09:14:55+00:00,LINE-B02,WELD-001,pressure,123.5,kPa,normal
2026-06-15T09:15:00+00:00,LINE-B02,CONVEYOR-001,pressure,100.24,kPa,normal
2026-06-15T09:15:05+00:00,LINE-B02,WELD-002,vibration,1.43,mm/s,normal
2026-06-15T09:15:10+00:00,LINE-C01,PRESS-002,vibration,0.82,mm/s,normal
2026-06-15T09:15:15+00:00,LINE-A02,PRESS-002,vibration,1.01,mm/s,normal
